x,z,label,confidence
14.720326350537306,30.64402942600367,pole,0.083
14.957393360693999,30.995799016749977,"lakeside, lakeshore",0.17
14.957393360693999,30.995799016749977,"lakeside, lakeshore",0.119
14.957393360693999,30.995799016749977,"lakeside, lakeshore",0.174
14.957393360693999,30.995799016749977,"lakeside, lakeshore",0.117
15.119417576190253,31.46334087800866,"lakeside, lakeshore",0.161
15.119417576190253,31.46334087800866,"lakeside, lakeshore",0.188
15.119417576190253,31.46334087800866,"lakeside, lakeshore",0.092
15.119417576190253,31.46334087800866,"lakeside, lakeshore",0.121
15.578201933931918,31.849619511383253,"lakeside, lakeshore",0.102
15.578201933931918,31.849619511383253,"lakeside, lakeshore",0.092
15.578201933931918,31.849619511383253,"lakeside, lakeshore",0.079
15.578201933931918,31.849619511383253,"lakeside, lakeshore",0.149
15.878373111361833,32.48636699841034,"lakeside, lakeshore",0.166
15.878373111361833,32.48636699841034,"lakeside, lakeshore",0.139
15.878373111361833,32.48636699841034,"lakeside, lakeshore",0.108
15.878373111361833,32.48636699841034,park bench,0.194
18.529600931685607,31.377624870124418,park bench,0.15
18.529600931685607,31.377624870124418,park bench,0.187
18.529600931685607,31.377624870124418,park bench,0.381
18.529600931685607,31.377624870124418,park bench,0.31
18.73682137519202,30.552747443119234,"lakeside, lakeshore",0.209
18.73682137519202,30.552747443119234,park bench,0.239
18.73682137519202,30.552747443119234,"lakeside, lakeshore",0.274
18.73682137519202,30.552747443119234,park bench,0.191
18.927839397633544,30.812121856772038,"lakeside, lakeshore",0.349
18.927839397633544,30.812121856772038,park bench,0.167
18.927839397633544,30.812121856772038,"lakeside, lakeshore",0.205
18.927839397633544,30.812121856772038,park bench,0.264
19.060869806184527,33.044077647553415,park bench,0.203
19.060869806184527,33.044077647553415,"lakeside, lakeshore",0.195
19.060869806184527,33.044077647553415,"mobile home, manufactured home",0.297
19.060869806184527,33.044077647553415,park bench,0.166
17.73482951677606,31.799525740336364,park bench,0.188
17.73482951677606,31.799525740336364,"unicycle, monocycle",0.115
17.73482951677606,31.799525740336364,park bench,0.12
17.73482951677606,31.799525740336364,park bench,0.223
13.361881217787218,56.194078952626754,"mobile home, manufactured home",0.152
13.361881217787218,56.194078952626754,"lakeside, lakeshore",0.209
13.361881217787218,56.194078952626754,"mobile home, manufactured home",0.535
13.361881217787218,56.194078952626754,"mobile home, manufactured home",0.262
5.1753945439724065,91.51909296621743,"mobile home, manufactured home",0.434
5.1753945439724065,91.51909296621743,"mobile home, manufactured home",0.382
5.1753945439724065,91.51909296621743,"mobile home, manufactured home",0.409
5.28454770017264,92.21261339350066,"mobile home, manufactured home",0.724
5.28454770017264,92.21261339350066,"mobile home, manufactured home",0.877
5.28454770017264,92.21261339350066,"mobile home, manufactured home",0.645
5.28454770017264,92.21261339350066,"mobile home, manufactured home",0.854
5.854190731100868,92.98517065945889,"mobile home, manufactured home",0.85
5.854190731100868,92.98517065945889,"mobile home, manufactured home",0.705
5.854190731100868,92.98517065945889,"mobile home, manufactured home",0.852
5.854190731100868,92.98517065945889,"mobile home, manufactured home",0.801
8.195867023298847,96.64869510164439,"mobile home, manufactured home",0.57
8.195867023298847,96.64869510164439,"mobile home, manufactured home",0.618
8.195867023298847,96.64869510164439,"mobile home, manufactured home",0.556
8.195867023298847,96.64869510164439,"mobile home, manufactured home",0.404
7.51365980098588,85.67927247929762,"patio, terrace",0.33
7.51365980098588,85.67927247929762,"mobile home, manufactured home",0.59
7.51365980098588,85.67927247929762,"patio, terrace",0.131
7.51365980098588,85.67927247929762,"mobile home, manufactured home",0.081
7.282562103916874,87.9290393877067,"mobile home, manufactured home",0.158
7.282562103916874,87.9290393877067,"mobile home, manufactured home",0.162
7.282562103916874,87.9290393877067,"mobile home, manufactured home",0.143
7.282562103916874,87.9290393877067,"mobile home, manufactured home",0.642
6.90649537212151,89.77582974011352,"mobile home, manufactured home",0.375
6.90649537212151,89.77582974011352,"mobile home, manufactured home",0.583
